level_0,index,field_id,region,crop,start_sev,end_sbor,yield_dif,yield_plan,yield_fact,curr_t1,curr_t2,curr_t3,curr_t4,40_years_t1,40_years_t2,40_years_t3,40_years_t4,culture,type_by_season,delta_t1,delta_t2,delta_t3
268,754,2023 62.01.03.051.00,Рязань,Лён,2023-04-12,2023-09-07,0.5094260434115674,1.43,0.95,11.940816326530616,19.15102040816327,19.912244897959187,19.55135135135136,11.264146047089175,18.841982710827168,18.74374013007032,18.386218938460523,Льняные,Яровая,0.6766702794414403,0.30903769733610176,1.1685047678888658
269,755,2023 62.01.03.053.00,Рязань,Лён,2023-04-12,2023-09-05,0.4665009986945335,1.43,0.85,11.940816326530616,19.15102040816327,19.912244897959187,20.302777777777784,11.264146047089175,18.841982710827168,18.74374013007032,19.0494540173744,Льняные,Яровая,0.6766702794414403,0.30903769733610176,1.1685047678888658
270,757,2023 62.01.06.003.00,Рязань,Чечевица,2023-04-12,2023-08-15,0.4936578201436253,1.88,1.2,11.378571428571428,18.00714285714286,21.23333333333333,21.29032258064516,10.667407084785136,17.696841053252932,19.873550664331702,19.91697148065752,Бобовые,Яровая,0.711164343786292,0.3103018038899279,1.3597826690016284
271,758,2023 62.17.01.017.00,Рязань,Пшеница,2023-04-12,2023-08-11,2.1445808438507976,3.9,29.40000000000001,11.0575,17.8625,21.115,20.716666666666672,10.460452235772362,17.42145952867981,19.92407440351036,19.93591569713111,Злаковые,Яровая,0.5970477642276375,0.4410404713201892,1.1909255964896381
272,759,2023 62.18.11.008.01,Рязань,Чечевица,2023-04-12,2023-08-05,1.4861878320254993,1.88,6.430000000000001,10.73157894736842,17.968421052631577,20.221052631578942,20.58965517241379,10.220180787334192,17.096091699880745,19.848955882267692,20.028563393608074,Бобовые,Яровая,0.5113981600342292,0.8723293527508318,0.37209674931125036
273,760,2023 62.18.11.009.00,Рязань,Чечевица,2023-04-12,2023-08-11,2.262981327762279,1.88,16.189999999999998,11.0575,17.8625,21.115,20.716666666666672,10.460452235772362,17.42145952867981,19.92407440351036,19.93591569713111,Бобовые,Яровая,0.5970477642276375,0.4410404713201892,1.1909255964896381
274,761,2023 62.23.01.008.00,Рязань,Люцерна,2023-04-12,2023-07-20,0.0,1.28,0.0,10.384848484848485,17.5969696969697,18.67272727272728,19.26,9.540902931756593,16.228904091635698,19.51893340502895,19.77484220933958,Бобовые,Яровая,0.843945553091892,1.368065605334003,-0.8462061323016705
275,762,2023 62.23.06.041.00,Рязань,Люцерна,2023-04-12,2023-07-18,0.0,1.28,0.0,10.43125,17.271875,18.621875000000003,18.991666666666664,9.445458587398376,16.014563442060293,19.3971230477674,19.647696054218343,Бобовые,Яровая,0.9857914126016247,1.2573115579397083,-0.7752480477673984
276,763,2023 36.02.18.008.01,Воронеж,Свекла,2023-04-13,2023-12-04,0.0,46.97,0.0,14.679487179487186,19.133333333333333,5.184615384615385,1.5067796610169495,14.104095963079354,18.523668973006984,4.163380183547623,0.6395601639779708,Амарантовые,Яровая,0.5753912164078319,0.6096643603263487,1.0212352010677614
277,767,2023 40.23.11.008.01,Калуга,Вика,2023-04-13,2023-06-21,0.060121730178981925,4.68,0.29,10.308695652173911,14.304347826086955,18.83478260869565,18.447058823529407,8.68401378579003,13.99688799188132,17.581313452034244,17.785339757639516,Злаковые,Яровая,1.624681866383881,0.30745983420563583,1.2534691566614065
278,773,2023 62.01.06.004.00,Рязань,Чечевица,2023-04-13,2023-08-08,0.7245633767933242,1.88,2.0,11.27692307692308,18.08205128205128,21.06410256410257,20.76551724137931,10.67306128830519,17.53513063785353,20.07053571428571,20.15654979674797,Бобовые,Яровая,0.6038617886178894,0.5469206441977512,0.9935668498168582
279,774,2023 62.17.01.019.00,Рязань,Пшеница,2023-04-13,2023-08-10,1.7089351185926418,3.9,17.64,11.500000000000002,18.03,21.2175,20.73333333333333,10.774893292682927,17.711500339386866,20.04109857598422,20.02455187599289,Злаковые,Яровая,0.7251067073170745,0.31849966061313495,1.1764014240157827
280,775,2023 62.17.01.020.01,Рязань,Пшеница,2023-04-13,2023-08-11,1.7089351185926418,3.9,17.64,11.500000000000002,18.03,21.2175,20.73333333333333,10.774893292682927,17.711500339386866,20.04109857598422,20.02455187599289,Злаковые,Яровая,0.7251067073170745,0.31849966061313495,1.1764014240157827
281,776,2023 62.17.01.020.02,Рязань,Пшеница,2023-04-13,2023-08-10,1.3901331374270562,3.9,11.76,11.500000000000002,18.03,21.2175,20.73333333333333,10.774893292682927,17.711500339386866,20.04109857598422,20.02455187599289,Злаковые,Яровая,0.7251067073170745,0.31849966061313495,1.1764014240157827
282,777,2023 62.18.04.011.00,Рязань,Ячмень,2023-04-13,2023-08-09,1.748976864508413,3.9,18.52,11.27692307692308,18.08205128205128,21.06410256410257,20.76551724137931,10.67306128830519,17.53513063785353,20.07053571428571,20.15654979674797,Злаковые,Яровая,0.6038617886178894,0.5469206441977512,0.9935668498168582
283,778,2023 62.23.03.005.00,Рязань,Чечевица,2023-04-13,2023-08-08,2.835687062077094,1.9,30.48,11.27692307692308,18.08205128205128,21.06410256410257,20.76551724137931,10.67306128830519,17.53513063785353,20.07053571428571,20.15654979674797,Бобовые,Яровая,0.6038617886178894,0.5469206441977512,0.9935668498168582
284,779,2023 62.23.06.042.00,Рязань,Люцерна,2023-04-13,2023-07-24,0.0,1.28,0.0,10.870588235294118,18.02352941176471,19.076470588235296,19.8,10.039974892395984,16.663591956541488,19.71200425728252,19.947909494773523,Бобовые,Яровая,0.8306133428981344,1.3599374552232213,-0.6355336690472235
285,780,2023 62.23.06.059.02,Рязань,Ячмень,2023-04-13,2023-08-07,2.3854640115028674,3.9,38.47,11.27692307692308,18.08205128205128,21.06410256410257,20.76551724137931,10.67306128830519,17.53513063785353,20.07053571428571,20.15654979674797,Злаковые,Яровая,0.6038617886178894,0.5469206441977512,0.9935668498168582
286,781,2023 62.24.12.011.00,Рязань,Ячмень,2023-04-13,2023-08-18,0.262364264467491,3.6,1.08,11.883333333333336,18.20952380952381,21.166666666666668,21.50625,10.973258807588076,17.99752258416248,19.95163504849188,19.63466414864849,Злаковые,Яровая,0.9100745257452605,0.21200122536133037,1.2150316181747876
287,782,2023 62.24.14.050.00,Рязань,Ячмень,2023-04-13,2023-08-20,0.23857935944404896,3.6,0.97,11.988372093023258,18.616279069767444,21.01627906976744,21.50625,11.068404326691429,18.20137112879526,19.791597834415448,19.63466414864849,Злаковые,Яровая,0.9199677663318298,0.414907940972185,1.2246812353519907
288,783,2023 16.13.16.002.00,Татарстан,Эспарцет,2023-04-14,2023-07-26,1.2310537629286067,1.53,3.71,11.444117647058825,18.25588235294118,19.132352941176475,20.25,10.257301131834849,16.83403748184304,19.799872556779075,20.03442651579232,Крестцветные,Яровая,1.1868165152239758,1.4218448710981377,-0.6675196156026004
289,784,2023 16.13.17.033.00,Татарстан,Эспарцет,2023-04-14,2023-07-22,0.6007738604289301,1.53,1.2599999999999998,11.224242424242425,18.503030303030307,18.681818181818187,19.744,10.088749281432207,16.718515502953178,19.77931937793317,20.05823989078716,Крестцветные,Яровая,1.1354931428102173,1.7845148000771296,-1.0975011961149832
290,785,2023 16.13.17.034.00,Татарстан,Эспарцет,2023-04-14,2023-07-23,0.4748936145399274,1.53,0.93,11.224242424242425,18.503030303030307,18.681818181818187,19.744,10.088749281432207,16.718515502953178,19.77931937793317,20.05823989078716,Крестцветные,Яровая,1.1354931428102173,1.7845148000771296,-1.0975011961149832
291,786,2023 16.13.17.035.00,Татарстан,Эспарцет,2023-04-14,2023-07-23,0.6565374349473844,1.53,1.42,11.224242424242425,18.503030303030307,18.681818181818187,19.744,10.088749281432207,16.718515502953178,19.77931937793317,20.05823989078716,Крестцветные,Яровая,1.1354931428102173,1.7845148000771296,-1.0975011961149832
292,787,2023 16.13.17.036.00,Татарстан,Эспарцет,2023-04-14,2023-07-23,0.7093549907867988,1.53,1.58,11.224242424242425,18.503030303030307,18.681818181818187,19.744,10.088749281432207,16.718515502953178,19.77931937793317,20.05823989078716,Крестцветные,Яровая,1.1354931428102173,1.7845148000771296,-1.0975011961149832
293,788,2023 16.13.17.037.00,Татарстан,Эспарцет,2023-04-14,2023-07-24,0.49899116611898786,1.53,0.99,11.444117647058825,18.25588235294118,19.132352941176475,19.744,10.257301131834849,16.83403748184304,19.799872556779075,20.05823989078716,Крестцветные,Яровая,1.1868165152239758,1.4218448710981377,-0.6675196156026004
294,789,2023 16.13.17.038.00,Татарстан,Эспарцет,2023-04-14,2023-07-24,0.8667159462443051,1.53,2.11,11.444117647058825,18.25588235294118,19.132352941176475,19.744,10.257301131834849,16.83403748184304,19.799872556779075,20.05823989078716,Крестцветные,Яровая,1.1868165152239758,1.4218448710981377,-0.6675196156026004
295,790,2023 16.13.17.039.00,Татарстан,Эспарцет,2023-04-14,2023-07-25,1.4434527749598391,1.53,4.95,11.444117647058825,18.25588235294118,19.132352941176475,19.744,10.257301131834849,16.83403748184304,19.799872556779075,20.05823989078716,Крестцветные,Яровая,1.1868165152239758,1.4218448710981377,-0.6675196156026004
296,791,2023 16.13.17.041.00,Татарстан,Эспарцет,2023-04-14,2023-07-25,0.6531418459462461,1.53,1.41,11.444117647058825,18.25588235294118,19.132352941176475,19.744,10.257301131834849,16.83403748184304,19.799872556779075,20.05823989078716,Крестцветные,Яровая,1.1868165152239758,1.4218448710981377,-0.6675196156026004
297,792,2023 40.04.06.020.00,Калуга,Люцерна,2023-04-14,2023-08-04,0.5220302227788537,2.13,1.46,11.61891891891892,18.327027027027025,20.23513513513513,20.710714285714285,10.629055885153448,17.365207086504174,19.90015494708208,20.063565372434702,Бобовые,Яровая,0.9898630337654719,0.9618199405228509,0.3349801880530521
298,793,2023 40.23.02.013.01,Калуга,Люцерна,2023-04-14,2023-08-04,0.29792356650397783,1.7,0.59,11.61891891891892,18.327027027027025,20.23513513513513,20.710714285714285,10.629055885153448,17.365207086504174,19.90015494708208,20.063565372434702,Бобовые,Яровая,0.9898630337654719,0.9618199405228509,0.3349801880530521
299,794,2023 40.23.02.013.02,Калуга,Люцерна,2023-04-14,2023-08-04,0.6783320947748046,1.7,1.65,11.61891891891892,18.327027027027025,20.23513513513513,20.710714285714285,10.629055885153448,17.365207086504174,19.90015494708208,20.063565372434702,Бобовые,Яровая,0.9898630337654719,0.9618199405228509,0.3349801880530521
300,796,2023 62.01.01.010.00,Рязань,Чечевица,2023-04-14,2023-08-15,0.7037292898904822,1.88,1.92,12.402439024390244,18.207317073170728,21.19512195121951,21.18064516129032,11.090290171194397,17.974289802138784,20.135717319071773,19.962953632830768,Бобовые,Яровая,1.312148853195847,0.23302727103194343,1.0594046321477357
301,797,2023 62.01.01.013.00,Рязань,Чечевица,2023-04-14,2023-08-15,0.7348198769605134,1.88,2.04,12.402439024390244,18.207317073170728,21.19512195121951,21.18064516129032,11.090290171194397,17.974289802138784,20.135717319071773,19.962953632830768,Бобовые,Яровая,1.312148853195847,0.23302727103194343,1.0594046321477357
302,798,2023 62.17.01.018.00,Рязань,Пшеница,2023-04-14,2023-08-09,1.6437154617898622,3.9,16.28,11.92051282051282,18.217948717948712,21.194871794871798,21.07931034482759,10.8884163713432,17.662523268156594,20.15273433864996,20.236503699533657,Злаковые,Яровая,1.0320964491696216,0.5554254497921178,1.0421374562218375
