,field_id,region,crop,end_sev,end_sbor,yield_dif,yield_plan,yield_fact,curr_t1,curr_t2,curr_t3,curr_t4,40_years_t1,40_years_t2,40_years_t3,40_years_t4
22,2023 54.28.09.022.01,Новосибирск,Оз.пшеница мягкая,2022-08-18,2023-09-22,1.075,4.0,4.3,8.356000000000003,-6.202999999999999,8.979,19.012999999999995,7.255441242691078,-6.732316676525649,8.377391934192437,18.927873463883678
23,2023 54.28.09.022.02,Новосибирск,Оз.пшеница мягкая,2022-08-18,2023-09-22,0.8225,4.0,3.29,8.356000000000003,-6.202999999999999,8.979,19.012999999999995,7.255441242691078,-6.732316676525649,8.377391934192437,18.927873463883678
24,2023 54.28.09.027.00,Новосибирск,Оз.пшеница мягкая,2022-08-20,2023-09-27,2.71,4.0,10.84,7.67920792079208,-5.798019801980196,10.169306930693068,18.800990099009894,6.4765177382347225,-6.66559629903603,9.228293512250197,18.71675544633329
25,2023 56.28.03.014.00,Оренбург,Оз.пшеница мягкая,2022-08-19,2023-08-07,2.7,3.8,10.26,10.184090909090905,-6.068181818181818,2.8261363636363646,17.757954545454545,8.325129909586416,-6.387332725340524,1.4273080534924851,18.532071587966247
26,2023 56.28.03.016.00,Оренбург,Оз.пшеница мягкая,2022-08-19,2023-08-08,6.268421052631579,3.8,23.82,10.184090909090905,-6.068181818181818,2.8261363636363646,17.757954545454545,8.325129909586416,-6.387332725340524,1.4273080534924851,18.532071587966247
27,2023 22.47.10.003.00,Алтай,Оз.пшеница мягкая,2022-08-25,2023-08-10,7.026315789473684,3.8,26.7,8.083908045977012,-7.0333333333333306,3.6390804597701147,17.964367816091954,6.91371842209778,-7.144283825428213,2.4367218238762227,18.8172262876594
28,2023 40.10.04.001.01,Калуга,Оз.рапс,2022-08-19,2023-08-03,0.4290322580645161,3.1,1.33,10.293103448275858,-6.0551724137931044,2.529885057471265,17.163218390804598,8.396108414294305,-6.249288018479813,0.8369965004079811,18.274502447274415
29,2023 56.28.06.002.02,Оренбург,Оз.пшеница мягкая,2022-08-20,2023-07-29,6.95,3.8,26.41,9.939534883720928,-6.0,2.517441860465116,16.863953488372093,8.244610700562129,-6.131815547560516,0.5696892641060963,17.88084920513991
30,2023 54.17.01.036.00,Новосибирск,Оз.пшеница мягкая,2022-08-24,2023-09-15,471.37564766839375,3.86,1819.5099999999998,7.043298969072164,-6.873195876288659,8.955670103092784,18.752577319587623,5.967483889517767,-7.12357630972231,7.946302357678974,19.205534095929487
31,2023 54.17.01.039.02,Новосибирск,Оз.пшеница мягкая,2022-08-20,2023-08-19,1.0077720207253886,3.86,3.89,9.274725274725274,-6.2263736263736265,4.94945054945055,19.029670329670328,7.7096046181136595,-6.628699398025117,3.4772222766883187,19.284843623427108
32,2023 54.28.09.028.00,Новосибирск,Яр.пшеница мягкая,2023-05-21,2023-09-27,0.9099999999999999,4.0,3.6399999999999997,18.093749999999996,20.896874999999998,20.865624999999998,14.640625000000002,17.311149220867208,20.50193443186083,19.74138602103351,13.342098015799841
33,2023 56.28.03.037.02,Оренбург,Оз.пшеница мягкая,2022-08-21,2023-08-06,4.378947368421053,3.8,16.64,9.466666666666665,-6.749425287356319,3.148275862068965,17.6,7.92915982796319,-6.501156438545067,1.3139103326508708,18.56108554761043
34,2023 56.28.03.038.01,Оренбург,Оз.пшеница мягкая,2022-08-21,2023-08-06,8.80263157894737,3.8,33.45,9.466666666666665,-6.749425287356319,3.148275862068965,17.6,7.92915982796319,-6.501156438545067,1.3139103326508708,18.56108554761043
35,2023 54.17.12.047.00,Новосибирск,Одн.тр.оз.рожь корм,2022-08-23,2023-06-08,0.053691275167785234,2.98,0.16,10.648611111111114,-6.6625,-3.290277777777776,10.468055555555557,9.38310573989571,-6.23416657452133,-4.792754191217734,10.062469478967778
36,2023 56.28.03.020.00,Оренбург,Оз.пшеница мягкая,2022-09-04,2023-11-01,2.9210526315789473,3.8,11.1,1.5499999999999974,-3.6490566037735817,14.757547169811321,15.033018867924522,2.3456109968918786,-5.913571451585911,14.902298198411476,14.274077061724906
37,2023 22.47.10.004.00,Алтай,Оз.пшеница мягкая,2023-05-21,2023-10-18,4.08421052631579,3.8,15.520000000000001,17.635135135135133,21.645945945945947,18.56486486486487,12.927027027027023,17.754467882516664,20.39617217068869,17.540362137359086,10.422581448882363
38,2023 56.28.06.034.01,Оренбург,Оз.пшеница мягкая,2022-08-23,2023-08-30,5.576315789473685,3.8,21.19,8.095698924731185,-7.61612903225806,6.737634408602151,18.950537634408597,6.617986836925456,-7.113076209003612,5.352835787111114,19.700348267029433
39,2023 16.13.12.068.00,Татарстан,Оз.пшеница мягкая,2022-08-24,2023-08-09,0.0,3.94,0.0,8.487356321839082,-7.16436781609195,3.5494252873563212,17.774712643678157,7.149069260072781,-7.0775917352030975,2.0597487930934526,18.747019407787743
40,2023 16.13.12.069.00,Татарстан,Оз.пшеница мягкая,2022-08-23,2023-08-09,0.0,3.94,0.0,8.707954545454548,-7.204545454545451,3.5238636363636373,18.09659090909091,7.25934972538713,-6.9955542086837,2.362856174744149,18.94169365852579
41,2023 50.33.02.026.00,Москва,Оз.пшеница мягкая,2022-08-24,2023-08-07,0.6188340807174888,4.46,2.76,8.487356321839082,-7.16436781609195,3.5494252873563212,17.774712643678157,7.149069260072781,-7.0775917352030975,2.0597487930934526,18.747019407787743
42,2023 50.33.02.027.00,Москва,Оз.пшеница мягкая,2022-08-24,2023-08-08,0.852017937219731,4.46,3.8,8.487356321839082,-7.16436781609195,3.5494252873563212,17.774712643678157,7.149069260072781,-7.0775917352030975,2.0597487930934526,18.747019407787743
43,2023 50.33.02.066.00,Москва,Оз.пшеница мягкая,2022-08-24,2023-08-08,1.0089686098654709,4.46,4.5,8.487356321839082,-7.16436781609195,3.5494252873563212,17.774712643678157,7.149069260072781,-7.0775917352030975,2.0597487930934526,18.747019407787743
44,2023 50.33.02.067.00,Москва,Оз.пшеница мягкая,2022-08-24,2023-08-08,0.9932735426008968,4.46,4.43,8.487356321839082,-7.16436781609195,3.5494252873563212,17.774712643678157,7.149069260072781,-7.0775917352030975,2.0597487930934526,18.747019407787743
45,2023 54.17.12.021.00,Новосибирск,Одн.тр.оз.рожь корм,2022-08-23,2023-06-07,0.37583892617449666,2.98,1.12,10.648611111111114,-6.6625,-3.290277777777776,10.468055555555557,9.38310573989571,-6.23416657452133,-4.792754191217734,10.062469478967778
46,2023 54.17.12.022.00,Новосибирск,Одн.тр.оз.рожь корм,2022-08-23,2023-06-07,0.959731543624161,2.98,2.86,10.648611111111114,-6.6625,-3.290277777777776,10.468055555555557,9.38310573989571,-6.23416657452133,-4.792754191217734,10.062469478967778
47,2023 54.28.07.013.01,Новосибирск,Оз.пшеница мягкая,2022-08-28,2023-09-05,2.59,4.0,10.36,6.075268817204301,-7.637634408602148,8.298924731182796,19.205376344086016,5.6847277476360505,-7.997806817376101,6.798970077454546,19.393047670075127
48,2023 56.28.06.031.00,Оренбург,Оз.пшеница мягкая,2022-08-23,2023-08-03,1.6026315789473684,3.8,6.09,8.98372093023256,-7.069767441860463,2.5697674418604652,16.9953488372093,7.4892764631868305,-6.743587516996821,1.2519035145168942,18.214195327339784
49,2023 56.28.06.032.01,Оренбург,Оз.пшеница мягкая,2022-08-23,2023-08-02,2.236842105263158,3.8,8.5,8.98372093023256,-7.069767441860463,2.5697674418604652,16.9953488372093,7.4892764631868305,-6.743587516996821,1.2519035145168942,18.214195327339784
50,2023 56.28.06.033.01,Оренбург,Оз.пшеница мягкая,2022-08-23,2023-08-02,1.55,3.8,5.89,8.98372093023256,-7.069767441860463,2.5697674418604652,16.9953488372093,7.4892764631868305,-6.743587516996821,1.2519035145168942,18.214195327339784
51,2023 16.13.12.067.00,Татарстан,Оз.пшеница мягкая,2022-08-26,2023-08-09,0.0,3.94,0.0,7.6356321839080445,-7.010344827586204,4.226436781609195,17.945977011494254,6.639560529842812,-7.326536084200473,2.813531759198553,18.837926146979306
52,2023 50.33.02.024.00,Москва,Оз.пшеница мягкая,2022-08-25,2023-08-09,0.4865470852017937,4.46,2.17,8.083908045977012,-7.0333333333333306,3.6390804597701147,17.964367816091954,6.91371842209778,-7.144283825428213,2.4367218238762227,18.8172262876594
53,2023 54.17.06.022.00,Новосибирск,Оз.пшеница мягкая,2022-08-25,2023-08-23,35.310880829015545,3.86,136.3,7.634065934065934,-7.174725274725272,6.104395604395606,18.799999999999997,6.416412117829745,-7.251432998234666,4.819460520363348,19.478660961057418
54,2023 54.28.09.023.00,Новосибирск,Оз.пшеница мягкая,2022-08-25,2023-10-03,2.6625,4.0,10.65,5.9524752475247515,-6.238613861386137,11.026732673267325,18.358415841584158,5.272404408465092,-6.921935233680014,10.488975528371723,17.979301740913204
55,2023 56.28.08.021.01,Оренбург,Смесь зерн.фураж,2023-04-16,2023-10-29,,,16.09,13.406122448979596,19.022448979591843,19.38571428571429,10.2734693877551,11.86473287888013,19.166954609491686,18.334311551728415,9.717717593653585
56,2023 56.28.08.021.02,Оренбург,Оз.пшеница мягкая,2022-08-25,2023-07-27,1072.0578947368424,3.8,4073.8200000000006,8.498809523809525,-7.094047619047613,2.4619047619047616,16.509523809523813,7.2403690800298435,-6.835268869370069,0.9651359349326075,17.419949972863716
57,2023 50.33.02.040.01,Москва,Оз.пшеница мягкая,2022-08-26,2023-08-10,0.9596412556053813,4.46,4.28,7.6356321839080445,-7.010344827586204,4.226436781609195,17.945977011494254,6.639560529842812,-7.326536084200473,2.813531759198553,18.837926146979306
58,2023 50.33.02.051.01,Москва,Оз.пшеница мягкая,2022-08-25,2023-08-05,0.8408071748878924,4.46,3.75,8.208139534883722,-7.001162790697671,3.108139534883721,17.508139534883725,6.999837240959381,-6.955955005600363,1.851880655193117,18.381711684302413
59,2023 54.17.06.021.00,Новосибирск,Яр.ячмень,2023-06-02,2023-09-13,23.16857142857143,3.5,81.09,16.876923076923077,20.784615384615385,21.684615384615388,15.657692307692306,18.075646237231602,20.9257198213372,19.233242479911688,15.46587975202305
60,2023 54.17.12.027.00,Новосибирск,Одн.тр.оз.рожь корм,2022-08-26,2023-07-04,0.976510067114094,2.98,2.91,8.776923076923076,-6.917948717948716,-0.34487179487179487,14.506410256410257,7.830851396839328,-7.357160672584068,-1.494392591950099,14.746087724539139
61,2023 54.17.12.036.00,Новосибирск,Оз.пшеница мягкая,2022-08-26,2023-08-29,132.97150259067354,3.86,513.2699999999999,7.132608695652172,-7.35869565217391,7.336956521739132,18.794565217391295,6.102627892351355,-7.378918873308818,5.705699959686867,19.48646682957988
62,2023 54.28.09.020.00,Новосибирск,Оз.пшеница мягкая,2022-08-27,2023-10-05,3.6049999999999995,4.0,14.419999999999998,5.2643564356435615,-6.187128712871287,11.512871287128714,18.332673267326726,4.899949186706487,-7.228197185753226,11.014771115721167,17.625736877091626
63,2023 72.22.02.046.00,Тюмень,Оз.пшеница мягкая,2022-08-25,2023-08-28,1.038888888888889,3.6,3.74,7.535869565217391,-7.3195652173913,6.859782608695651,18.75869565217391,6.335798942635944,-7.274786987384289,5.424683775576789,19.517387074683246
