index,field_id,region,crop,end_sev,end_sbor,yield_dif,yield_plan,yield_fact,curr_t1,curr_t2,curr_t3,curr_t4,40_years_t1,40_years_t2,40_years_t3,40_years_t4,culture,type_by_season,delta_t1,delta_t2,delta_t3,delta_t4,dif_1,dif_2,dif_3,dif_4
2129,2023 62.23.06.049.00,Рязань,Кукуруза,2023-05-12,2023-11-28,0.855881604078595,5.8,7.85,18.526,21.284,14.152,2.4880000000000004,17.136380960966868,19.92501235478523,13.126708972254832,2.6016382600876704,Судецветные,Яровая,1.389619039033132,1.3589876452147678,1.0252910277451672,-0.11363826008766997,-8.604878048780488,-3.752777777777776,-5.526829268292684,-8.048387096774192
2130,2023 62.23.06.056.01,Рязань,Соя,2023-05-12,2023-09-19,1.6654845974213586,1.7,7.290000000000001,18.581250000000004,20.284375,21.034375,15.8,15.624093834688344,20.028392613468725,20.015637423423737,15.686642458310232,Бобовые,Яровая,2.9571561653116607,0.2559823865312758,1.0187375765762638,0.11335754168976919,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2137,2023 22.47.10.001.00,Алтай,Вика,2023-05-16,2023-07-19,0.5423242908253617,3.0,2.16,18.125,19.75,17.224999999999998,22.912499999999994,15.286746273712737,17.723424796747967,19.77067248725205,20.84563791450188,Злаковые,Яровая,2.838253726287263,2.026575203252033,-2.5456724872520518,2.0668620854981157,-2.194444444444443,-4.966666666666665,-9.446341463414637,-7.551724137931032
2138,2023 22.47.11.002.00,Алтай,Пшеница,2023-05-15,2023-10-12,0.7051955190761198,3.3,3.38,18.64054054054054,20.18648648648649,19.25405405405405,12.65945945945946,16.915093752288875,20.24057061627861,18.303875854790487,11.594327278318492,Злаковые,Яровая,1.7254467882516664,-0.05408412979211974,0.9501781992635614,1.065132181140969,-9.353658536585364,-9.45609756097561,-5.419512195121953,-6.0414634146341495
2139,2023 22.47.11.018.00,Алтай,Ячмень,2023-05-13,2023-08-31,1.3930283933012348,3.33,10.08,17.95185185185185,18.837037037037035,21.25555555555556,19.25185185185185,15.43135350797952,19.693170416023158,20.18745019070561,18.26721941720079,Злаковые,Яровая,2.5204983438723296,-0.8561333789861223,1.0681053648499486,0.9846324346510613,-4.966666666666665,-9.353658536585364,-4.15625,-3.88780487804878
2140,2023 22.47.11.019.00,Алтай,Ячмень,2023-05-12,2023-09-02,0.5987374960888705,3.33,2.73,18.63928571428572,19.185714285714283,21.21071428571429,19.128571428571437,15.28139759969028,19.708185126774943,20.19320432002105,18.38336905663456,Злаковые,Яровая,3.35788811459544,-0.5224708410606596,1.0175099656932396,0.7452023719368768,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2141,2023 36.01.21.006.00,Воронеж,Люцерна,2023-05-12,2023-08-13,0.3388503590261803,3.0,1.21,17.330434782608698,19.343478260869563,21.804347826086957,21.41304347826087,14.823376929421467,18.80661349473769,20.40399261705068,20.16775559014356,Бобовые,Яровая,2.5070578531872307,0.536864766131874,1.4003552090362774,1.2452878881173106,-2.0333333333333314,-8.604878048780488,-2.418181818181818,-3.752777777777776
2142,2023 36.01.21.032.00,Воронеж,Кукуруза,2023-05-12,2023-09-05,0.0,8.1,0.0,18.64137931034483,19.517241379310345,21.486206896551728,18.25172413793103,15.396981590505558,19.810787833364987,20.193609490651102,17.655256523601285,Судецветные,Яровая,3.2443977198392737,-0.29354645405464197,1.2925974059006258,0.5964676143297467,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2143,2023 36.01.21.033.00,Воронеж,Кукуруза,2023-05-12,2023-09-04,0.6844676468402224,8.1,7.96,18.64137931034483,19.517241379310345,21.486206896551728,18.25172413793103,15.396981590505558,19.810787833364987,20.193609490651102,17.655256523601285,Судецветные,Яровая,3.2443977198392737,-0.29354645405464197,1.2925974059006258,0.5964676143297467,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2144,2023 36.01.21.046.00,Воронеж,Кукуруза,2023-05-13,2023-09-14,1.4100832230839053,8.1,25.08,18.229032258064517,20.080645161290327,20.870967741935484,16.177419354838708,15.819387621295563,20.10311030071149,19.86088551228254,15.993670001265892,Судецветные,Яровая,2.409644636768954,-0.02246513942116124,1.0100822296529444,0.18374935357281608,-4.966666666666665,-9.353658536585364,-4.15625,-3.88780487804878
2145,2023 36.02.03.018.00,Воронеж,Люцерна,2023-05-12,2023-08-19,0.3269027856050622,3.0,1.16,18.108,18.944,21.196,21.372,14.873897018970188,19.398864902963545,20.24431738112836,19.60570732844211,Бобовые,Яровая,3.234102981029812,-0.4548649029635463,0.9516826188716401,1.7662926715578884,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2146,2023 36.02.06.001.00,Воронеж,Кукуруза,2023-05-12,2023-09-04,0.7824978671602881,7.65,9.08,18.64137931034483,19.517241379310345,21.486206896551728,18.25172413793103,15.396981590505558,19.810787833364987,20.193609490651102,17.655256523601285,Судецветные,Яровая,3.2443977198392737,-0.29354645405464197,1.2925974059006258,0.5964676143297467,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2147,2023 36.02.06.034.00,Воронеж,Кукуруза,2023-05-12,2023-11-10,0.9592854794633628,6.51,10.48,18.37777777777778,21.54888888888889,16.442222222222213,6.775555555555556,16.772564211372405,20.302398496504512,15.82324149708264,6.169025692308887,Судецветные,Яровая,1.605213566405375,1.246490392384377,0.6189807251395738,0.6065298632466689,-8.604878048780488,-3.752777777777776,-3.724390243902441,-6.153658536585368
2148,2023 36.02.08.006.00,Воронеж,Соя,2023-05-13,2023-09-25,0.840552472247672,2.55,3.36,18.12941176470588,20.385294117647064,20.311764705882357,15.547058823529412,16.1044775227164,20.200236478147517,19.236223760845792,14.602983459372185,Бобовые,Яровая,2.0249342419894774,0.18505763949954712,1.0755409450365647,0.9440753641572268,-5.178048780487803,-9.353658536585364,-4.15625,-3.88780487804878
2149,2023 36.05.07.086.00,Воронеж,Кукуруза,2023-05-12,2023-08-23,2.373354163882253,7.5,73.00000000000001,18.26923076923077,19.02307692307692,21.346153846153847,20.29230769230769,15.03324994788409,19.516544583055943,20.287565356937407,18.863740453547017,Судецветные,Яровая,3.235980821346679,-0.49346765997902153,1.05858848921644,1.4285672387606745,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2150,2023 36.11.06.049.00,Воронеж,Кукуруза,2023-05-12,2023-09-06,1.8023696483400704,7.5,37.98,18.64137931034483,19.517241379310345,21.486206896551728,18.25172413793103,15.396981590505558,19.810787833364987,20.193609490651102,17.655256523601285,Судецветные,Яровая,3.2443977198392737,-0.29354645405464197,1.2925974059006258,0.5964676143297467,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2151,2023 36.11.06.056.00,Воронеж,Пшеница,2023-05-15,2023-08-20,1.544152445735471,5.0,18.42,18.59583333333333,17.92083333333333,21.558333333333326,21.649999999999995,15.673472786811203,19.3974624869118,20.58669775744818,19.580406452738767,Злаковые,Яровая,2.9223605465221283,-1.4766291535784681,0.9716355758851449,2.0695935472612277,-4.533333333333333,-9.45609756097561,-7.551724137931032,-1.495121951219513
2152,2023 36.11.06.066.00,Воронеж,Пшеница,2023-05-12,2023-08-19,1.6134299337036377,5.0,20.1,18.108,18.944,21.196,21.372,14.873897018970188,19.398864902963545,20.24431738112836,19.60570732844211,Злаковые,Яровая,3.234102981029812,-0.4548649029635463,0.9516826188716401,1.7662926715578884,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2153,2023 36.14.01.040.00,Воронеж,Кукуруза,2023-05-13,2023-09-10,1.6829637045719084,8.1,35.49,18.27333333333333,19.543333333333337,21.360000000000003,16.826666666666664,15.78913956639566,19.945327798540085,20.053917739385728,16.71031311151586,Судецветные,Яровая,2.48419376693767,-0.401994465206748,1.306082260614275,0.11635355515080548,-4.966666666666665,-9.353658536585364,-4.15625,-3.88780487804878
2154,2023 36.14.02.009.00,Воронеж,Лён,2023-05-13,2023-09-23,2.073743520565198,1.76,12.239999999999997,17.93030303030303,20.639393939393944,20.44242424242424,15.481818181818182,15.948737373737371,20.27117629381939,19.49541072748389,15.116926097635634,Льняные,Яровая,1.9815656565656585,0.3682176455745534,0.9470135149403518,0.36489208418254826,-5.178048780487803,-9.353658536585364,-4.15625,-3.88780487804878
2155,2023 36.14.03.024.00,Воронеж,Кукуруза,2023-05-12,2023-11-25,1.921812597476253,6.48,37.8,18.383673469387755,21.320408163265306,14.853061224489792,3.120408163265307,17.03672522149432,20.020705599567915,13.61270839766062,3.650142681665226,Судецветные,Яровая,1.3469482478934367,1.299702563697391,1.240352826829172,-0.5297345183999189,-8.604878048780488,-3.752777777777776,-5.526829268292684,-8.048387096774192
2156,2023 36.14.03.047.00,Воронеж,Кукуруза,2023-05-12,2023-12-21,1.7164637074109879,6.48,29.58,18.9125,20.169642857142858,10.81785714285714,-1.0517857142857143,17.494791363232615,19.2882866883278,10.127771116738453,-1.7268188690208583,Судецветные,Яровая,1.4177086367673866,0.8813561688150564,0.6900860261186867,0.675033154735144,-8.604878048780488,-3.752777777777776,-6.153658536585368,-8.048387096774192
2157,2023 36.14.03.053.00,Воронеж,Кукуруза,2023-05-12,2023-12-26,2.590730021274502,6.48,79.96000000000001,19.066666666666663,19.99824561403509,9.977192982456142,-1.075438596491228,17.575498917407824,19.085178642019955,9.67454267609392,-2.628823299890167,Судецветные,Яровая,1.4911677492588389,0.9130669720151339,0.30265030636222257,1.553384703398939,-8.604878048780488,-3.752777777777776,-6.153658536585368,-8.048387096774192
2158,2023 36.14.04.036.00,Воронеж,Кукуруза,2023-05-12,2023-10-16,1.2159013751912098,7.5,17.8,18.81794871794872,20.274358974358968,19.17179487179487,11.93846153846154,16.43509137655479,20.123148548696843,18.080371416792257,11.047073267345866,Судецветные,Яровая,2.3828573413939296,0.15121042566212495,1.0914234550026123,0.8913882711156749,-7.934146341463411,-8.604878048780488,-3.724390243902441,-6.153658536585368
2159,2023 36.14.04.047.00,Воронеж,Кукуруза,2023-05-12,2023-09-08,0.7969064148507978,7.5,9.14,18.73666666666667,19.496666666666663,21.656666666666677,17.36333333333333,15.542204155374884,19.811086267374773,20.25915363906572,17.000706870736884,Судецветные,Яровая,3.1944625112917873,-0.3144196007081099,1.397513027600958,0.36262646259644526,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2160,2023 36.14.07.012.00,Воронеж,Кукуруза,2023-05-12,2023-10-25,0.6024928122918145,7.5,6.2,18.478048780487807,20.773170731707317,18.160975609756097,10.485365853658536,16.59542600304052,20.134214473150653,17.29158900515945,9.59765393551288,Судецветные,Яровая,1.8826227774472883,0.6389562585566644,0.8693866045966452,0.887711918145655,-8.604878048780488,-3.752777777777776,-3.724390243902441,-6.153658536585368
2161,2023 36.14.07.018.00,Воронеж,Соя,2023-05-13,2023-09-13,2.0719132752590443,2.5,17.349999999999998,18.229032258064517,20.080645161290327,20.870967741935484,16.177419354838708,15.819387621295563,20.10311030071149,19.86088551228254,15.993670001265892,Бобовые,Яровая,2.409644636768954,-0.02246513942116124,1.0100822296529444,0.18374935357281608,-4.966666666666665,-9.353658536585364,-4.15625,-3.88780487804878
2162,2023 36.14.11.017.00,Воронеж,Соя,2023-05-12,2023-09-18,2.525728644308255,2.5,28.749999999999996,18.581250000000004,20.284375,21.034375,15.8,15.624093834688344,20.028392613468725,20.015637423423737,15.686642458310232,Бобовые,Яровая,2.9571561653116607,0.2559823865312758,1.0187375765762638,0.11335754168976919,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2163,2023 36.14.13.013.00,Воронеж,Пшеница,2023-05-14,2023-09-15,2.4349769477029026,4.5,46.870000000000005,17.84193548387097,20.13548387096774,20.645161290322584,15.677419354838712,15.88377043447854,20.20562339259579,19.740436827956987,15.792215437929936,Злаковые,Яровая,1.958165049392429,-0.07013952162805026,0.9047244623655963,-0.11479608309122469,-4.966666666666665,-9.446341463414637,-3.5292682926829286,-6.0414634146341495
2164,2023 36.14.15.014.00,Воронеж,Кукуруза,2023-05-13,2023-12-04,0.5434667808635907,6.51,4.7,18.215686274509803,21.00196078431372,13.24313725490196,1.6313725490196074,17.42834273100795,19.598949110131848,12.559777345038707,1.0107574705728086,Судецветные,Яровая,0.7873435435018514,1.4030116741818723,0.6833599098632526,0.6206150784467988,-9.353658536585364,-4.15625,-6.153658536585368,-8.048387096774192
2165,2023 36.14.18.010.00,Воронеж,Соя,2023-05-12,2023-09-29,2.122333106309149,2.51,18.45,18.737142857142864,20.3,20.00571428571428,15.32571428571429,15.995478126209832,20.16134836010436,19.08622087532934,14.163225361060906,Бобовые,Яровая,2.7416647309330315,0.13865163989564167,0.9194934103849413,1.162488924653383,-4.129268292682928,-8.604878048780488,-3.752777777777776,-3.647222222222224
2166,2023 36.14.18.013.00,Воронеж,Соя,2023-05-12,2023-09-24,0.749309082110155,2.51,2.8,18.56176470588236,20.33823529411765,20.682352941176465,15.58823529411765,15.841112705244695,20.13115846251776,19.492056639955237,14.866272231823254,Бобовые,Яровая,2.7206520006376653,0.20707683159988832,1.1902963012212275,0.721963062294396,-4.129268292682928,-8.604878048780488,-3.752777777777776,-3.647222222222224
2167,2023 36.14.18.014.00,Воронеж,Соя,2023-05-12,2023-09-24,0.48090022046994885,2.51,1.55,18.56176470588236,20.33823529411765,20.682352941176465,15.58823529411765,15.841112705244695,20.13115846251776,19.492056639955237,14.866272231823254,Бобовые,Яровая,2.7206520006376653,0.20707683159988832,1.1902963012212275,0.721963062294396,-4.129268292682928,-8.604878048780488,-3.752777777777776,-3.647222222222224
2168,2023 36.14.18.025.00,Воронеж,Соя,2023-05-12,2023-09-24,0.818427494994547,2.51,3.18,18.56176470588236,20.33823529411765,20.682352941176465,15.58823529411765,15.841112705244695,20.13115846251776,19.492056639955237,14.866272231823254,Бобовые,Яровая,2.7206520006376653,0.20707683159988832,1.1902963012212275,0.721963062294396,-4.129268292682928,-8.604878048780488,-3.752777777777776,-3.647222222222224
2169,2023 36.14.19.045.00,Воронеж,Кукуруза,2023-05-12,2023-09-07,1.9499583812845973,8.1,48.82999999999999,18.64137931034483,19.517241379310345,21.486206896551728,18.25172413793103,15.396981590505558,19.810787833364987,20.193609490651102,17.655256523601285,Судецветные,Яровая,3.2443977198392737,-0.29354645405464197,1.2925974059006258,0.5964676143297467,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2170,2023 36.14.21.004.00,Воронеж,Кукуруза,2023-05-13,2023-08-31,0.6736245140710814,7.5,7.21,17.95185185185185,18.837037037037035,21.25555555555556,19.25185185185185,15.43135350797952,19.693170416023158,20.18745019070561,18.26721941720079,Судецветные,Яровая,2.5204983438723296,-0.8561333789861223,1.0681053648499486,0.9846324346510613,-4.966666666666665,-9.353658536585364,-4.15625,-3.88780487804878
2171,2023 36.14.21.008.00,Воронеж,Кукуруза,2023-05-12,2023-10-03,0.49713229663398817,7.5,4.83,18.750000000000007,20.12777777777778,19.938888888888883,14.40555555555556,16.045603733815113,20.19969053528665,18.890798524908043,13.170141187752304,Судецветные,Яровая,2.7043962661848937,-0.07191275750886916,1.0480903639808403,1.2354143678032568,-4.129268292682928,-8.604878048780488,-3.724390243902441,-5.526829268292684
2172,2023 36.29.07.024.00,Воронеж,Кукуруза,2023-05-14,2024-01-08,0.9649343651619418,6.5,10.56,18.703333333333337,18.776666666666664,8.751666666666665,-4.488333333333332,17.949479493581897,18.23554806998556,7.711738309061614,-5.240026718978308,Судецветные,Озимая,0.7538538397514394,0.5411185966811054,1.039928357605051,0.7516933856449759,-9.446341463414637,-6.0414634146341495,-6.153658536585368,-14.597560975609756
2173,2023 40.04.05.023.00,Калуга,Кукуруза,2023-05-12,2023-10-24,0.6990123000123434,7.65,7.74,18.478048780487807,20.773170731707317,18.160975609756097,10.485365853658536,16.59542600304052,20.134214473150653,17.29158900515945,9.59765393551288,Судецветные,Яровая,1.8826227774472883,0.6389562585566644,0.8693866045966452,0.887711918145655,-8.604878048780488,-3.752777777777776,-3.724390243902441,-6.153658536585368
2174,2023 40.13.10.012.00,Калуга,Люцерна,2023-05-13,2023-08-03,0.45145022134998775,1.7,0.97,16.959999999999997,19.375,20.39,20.58,14.845904471544712,18.635243902439026,20.120552673419883,20.115561568428184,Бобовые,Яровая,2.1140955284552856,0.7397560975609743,0.26944732658011716,0.4644384315718142,-3.0,-9.353658536585364,-7.81219512195122,-4.15625
2175,2023 40.13.10.040.00,Калуга,Люцерна,2023-05-12,2023-08-02,0.2301775779715897,1.7,0.44,16.93,20.375,20.045000000000005,20.985000000000003,14.459566395663956,18.55581300813008,20.01455623033045,20.169241976213755,Бобовые,Яровая,2.470433604336044,1.8191869918699197,0.03044376966955653,0.8157580237862483,-1.2682926829268322,-7.934146341463411,-8.604878048780488,-3.752777777777776
2176,2023 40.13.10.041.00,Калуга,Люцерна,2023-05-12,2023-08-02,0.24409891649019777,1.7,0.47,16.93,20.375,20.045000000000005,20.985000000000003,14.459566395663956,18.55581300813008,20.01455623033045,20.169241976213755,Бобовые,Яровая,2.470433604336044,1.8191869918699197,0.03044376966955653,0.8157580237862483,-1.2682926829268322,-7.934146341463411,-8.604878048780488,-3.752777777777776
2177,2023 40.13.10.042.00,Калуга,Люцерна,2023-05-12,2023-08-02,0.17246926035094293,1.7,0.32,16.93,20.375,20.045000000000005,20.985000000000003,14.459566395663956,18.55581300813008,20.01455623033045,20.169241976213755,Бобовые,Яровая,2.470433604336044,1.8191869918699197,0.03044376966955653,0.8157580237862483,-1.2682926829268322,-7.934146341463411,-8.604878048780488,-3.752777777777776
2178,2023 40.13.10.048.01,Калуга,Люцерна,2023-05-12,2023-08-15,0.42488319396526597,1.7,0.9,17.70416666666667,18.9125,21.7,21.55,14.83947606142728,19.005626550343127,20.522838791882236,19.856223758455112,Бобовые,Яровая,2.864690605239389,-0.09312655034312556,1.177161208117763,1.6937762415448887,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-2.213888888888892
2179,2023 40.13.10.048.02,Калуга,Люцерна,2023-05-12,2023-08-15,0.4093790074293007,1.7,0.86,17.70416666666667,18.9125,21.7,21.55,14.83947606142728,19.005626550343127,20.522838791882236,19.856223758455112,Бобовые,Яровая,2.864690605239389,-0.09312655034312556,1.177161208117763,1.6937762415448887,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-2.213888888888892
2180,2023 40.14.07.016.00,Калуга,Кукуруза,2023-05-13,2023-10-24,0.568724504133663,7.65,5.86,18.021951219512196,20.765853658536585,17.826829268292684,10.526829268292682,16.82036981955185,20.160031932370856,16.968696949202233,9.486611194750106,Судецветные,Яровая,1.2015813999603466,0.605821726165729,0.8581323190904513,1.040218073542576,-9.353658536585364,-4.15625,-3.88780487804878,-6.153658536585368
2181,2023 40.14.07.024.00,Калуга,Кукуруза,2023-05-12,2023-09-26,0.6000567574939334,7.65,6.29,18.56176470588236,20.33823529411765,20.682352941176465,15.58823529411765,15.841112705244695,20.13115846251776,19.492056639955237,14.866272231823254,Судецветные,Яровая,2.7206520006376653,0.20707683159988832,1.1902963012212275,0.721963062294396,-4.129268292682928,-8.604878048780488,-3.752777777777776,-3.647222222222224
2182,2023 40.16.11.003.02,Калуга,Бобы,2023-05-13,2023-09-30,1.4644121403838426,1.2,3.99,18.33714285714285,20.248571428571434,19.628571428571423,15.311428571428571,16.263861788617884,20.211937038702185,18.83720970217355,13.88855399584076,Бобовые,Яровая,2.0732810685249667,0.03663438986924916,0.7913617263978736,1.4228745755878123,-5.178048780487803,-9.353658536585364,-4.15625,-3.095121951219511
2183,2023 40.17.07.010.00,Калуга,Кукуруза,2023-05-12,2023-11-05,0.5848775719414352,7.65,6.08,18.4,21.495454545454542,16.529545454545445,7.597727272727272,16.721940670721775,20.3123014926372,16.19498183413755,7.036011124709848,Судецветные,Яровая,1.6780593292782235,1.1831530528173424,0.334563620407895,0.5617161480174238,-8.604878048780488,-3.752777777777776,-3.724390243902441,-6.153658536585368
2184,2023 40.17.07.011.00,Калуга,Кукуруза,2023-05-12,2023-11-01,0.4076413875307599,7.65,3.85,18.43953488372093,21.167441860465114,16.997674418604646,8.439534883720928,16.676089328480497,20.183830994472565,16.56765772099687,8.057368809888665,Судецветные,Яровая,1.763445555240434,0.9836108659925493,0.43001669760777617,0.38216607383226275,-8.604878048780488,-3.752777777777776,-3.724390243902441,-6.153658536585368
2185,2023 40.17.11.010.00,Калуга,Кукуруза,2023-05-12,2023-09-09,1.2809338454620642,7.65,19.89,18.73666666666667,19.496666666666663,21.656666666666677,17.36333333333333,15.542204155374884,19.811086267374773,20.25915363906572,17.000706870736884,Судецветные,Яровая,3.1944625112917873,-0.3144196007081099,1.397513027600958,0.36262646259644526,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2186,2023 40.17.14.003.00,Калуга,Кукуруза,2023-05-13,2023-11-14,1.651921271222198,7.65,32.26,17.97391304347826,21.519565217391303,15.969565217391304,5.9347826086956506,17.051677969532147,20.15523985212678,15.091270327256678,5.617350769664529,Судецветные,Яровая,0.922235073946112,1.3643253652645235,0.8782948901346259,0.31743183903112193,-9.353658536585364,-4.15625,-3.88780487804878,-6.153658536585368
2187,2023 40.17.14.013.00,Калуга,Кукуруза,2023-05-13,2023-09-01,0.6713425505930924,7.65,7.32,18.24285714285714,19.06428571428572,21.185714285714287,18.717857142857145,15.546522938443667,19.821985758308045,20.171543868563685,17.981067090454072,Судецветные,Яровая,2.696334204413473,-0.7577000440223252,1.014170417150602,0.736790052403073,-4.966666666666665,-9.353658536585364,-4.15625,-3.88780487804878
2188,2023 40.17.16.007.00,Калуга,Кукуруза,2023-05-12,2023-09-25,0.6421978242669288,7.65,6.89,18.56176470588236,20.33823529411765,20.682352941176465,15.58823529411765,15.841112705244695,20.13115846251776,19.492056639955237,14.866272231823254,Судецветные,Яровая,2.7206520006376653,0.20707683159988832,1.1902963012212275,0.721963062294396,-4.129268292682928,-8.604878048780488,-3.752777777777776,-3.647222222222224
2189,2023 40.22.01.010.00,Калуга,Кукуруза,2023-05-12,2023-09-20,0.9570186043180077,7.65,12.27,18.43030303030304,20.403030303030302,20.82121212121212,15.57878787878788,15.68788700008212,20.16925097074385,19.741353585027383,15.373807107475344,Судецветные,Яровая,2.7424160302209213,0.23377933228645276,1.0798585361847373,0.20498077131253645,-4.129268292682928,-8.604878048780488,-3.752777777777776,-3.647222222222224
2190,2023 40.22.01.015.00,Калуга,Кукуруза,2023-05-12,2023-09-16,0.7214995951508127,7.65,8.09,18.581250000000004,20.284375,21.034375,15.8,15.624093834688344,20.028392613468725,20.015637423423737,15.686642458310232,Судецветные,Яровая,2.9571561653116607,0.2559823865312758,1.0187375765762638,0.11335754168976919,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2191,2023 40.22.01.016.00,Калуга,Кукуруза,2023-05-12,2023-09-17,0.8257794763075206,7.65,9.82,18.581250000000004,20.284375,21.034375,15.8,15.624093834688344,20.028392613468725,20.015637423423737,15.686642458310232,Судецветные,Яровая,2.9571561653116607,0.2559823865312758,1.0187375765762638,0.11335754168976919,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2192,2023 40.22.01.029.00,Калуга,Кукуруза,2023-05-12,2023-09-19,1.362483712426172,7.65,22.23,18.581250000000004,20.284375,21.034375,15.8,15.624093834688344,20.028392613468725,20.015637423423737,15.686642458310232,Судецветные,Яровая,2.9571561653116607,0.2559823865312758,1.0187375765762638,0.11335754168976919,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2193,2023 40.22.01.030.00,Калуга,Кукуруза,2023-05-12,2023-09-19,1.3260169012579925,7.65,21.16,18.581250000000004,20.284375,21.034375,15.8,15.624093834688344,20.028392613468725,20.015637423423737,15.686642458310232,Судецветные,Яровая,2.9571561653116607,0.2559823865312758,1.0187375765762638,0.11335754168976919,-2.0333333333333314,-8.604878048780488,-3.752777777777776,-3.724390243902441
2194,2023 40.22.02.019.00,Калуга,Кукуруза,2023-05-12,2023-10-02,0.5178596504233707,7.65,5.19,18.750000000000007,20.12777777777778,19.938888888888883,14.40555555555556,16.045603733815113,20.19969053528665,18.890798524908043,13.170141187752304,Судецветные,Яровая,2.7043962661848937,-0.07191275750886916,1.0480903639808403,1.2354143678032568,-4.129268292682928,-8.604878048780488,-3.724390243902441,-5.526829268292684
2195,2023 40.22.02.024.00,Калуга,Кукуруза,2023-05-12,2023-10-02,0.6213492581453851,7.65,6.59,18.750000000000007,20.12777777777778,19.938888888888883,14.40555555555556,16.045603733815113,20.19969053528665,18.890798524908043,13.170141187752304,Судецветные,Яровая,2.7043962661848937,-0.07191275750886916,1.0480903639808403,1.2354143678032568,-4.129268292682928,-8.604878048780488,-3.724390243902441,-5.526829268292684
2196,2023 40.22.02.053.00,Калуга,Кукуруза,2023-05-12,2023-10-03,0.7878630067063574,7.65,9.17,18.750000000000007,20.12777777777778,19.938888888888883,14.40555555555556,16.045603733815113,20.19969053528665,18.890798524908043,13.170141187752304,Судецветные,Яровая,2.7043962661848937,-0.07191275750886916,1.0480903639808403,1.2354143678032568,-4.129268292682928,-8.604878048780488,-3.724390243902441,-5.526829268292684
2197,2023 40.22.02.054.00,Калуга,Кукуруза,2023-05-12,2023-10-03,0.8727417108479748,7.65,10.66,18.750000000000007,20.12777777777778,19.938888888888883,14.40555555555556,16.045603733815113,20.19969053528665,18.890798524908043,13.170141187752304,Судецветные,Яровая,2.7043962661848937,-0.07191275750886916,1.0480903639808403,1.2354143678032568,-4.129268292682928,-8.604878048780488,-3.724390243902441,-5.526829268292684
2198,2023 40.22.15.005.00,Калуга,Кукуруза,2023-05-12,2023-11-26,0.31571677456976127,7.65,2.84,18.383673469387755,21.320408163265306,14.853061224489792,3.120408163265307,17.03672522149432,20.020705599567915,13.61270839766062,3.650142681665226,Судецветные,Яровая,1.3469482478934367,1.299702563697391,1.240352826829172,-0.5297345183999189,-8.604878048780488,-3.752777777777776,-5.526829268292684,-8.048387096774192
2199,2023 40.22.15.007.00,Калуга,Кукуруза,2023-05-12,2023-11-25,0.0,7.65,0.0,18.383673469387755,21.320408163265306,14.853061224489792,3.120408163265307,17.03672522149432,20.020705599567915,13.61270839766062,3.650142681665226,Судецветные,Яровая,1.3469482478934367,1.299702563697391,1.240352826829172,-0.5297345183999189,-8.604878048780488,-3.752777777777776,-5.526829268292684,-8.048387096774192
2200,2023 40.22.15.008.00,Калуга,Кукуруза,2023-05-12,2023-11-23,0.3962726599240002,7.65,3.72,18.383673469387755,21.320408163265306,14.853061224489792,3.120408163265307,17.03672522149432,20.020705599567915,13.61270839766062,3.650142681665226,Судецветные,Яровая,1.3469482478934367,1.299702563697391,1.240352826829172,-0.5297345183999189,-8.604878048780488,-3.752777777777776,-5.526829268292684,-8.048387096774192
2201,2023 40.22.15.010.00,Калуга,Кукуруза,2023-05-12,2023-11-22,0.3549741520065349,7.65,3.26,18.308333333333334,21.625,14.983333333333333,4.775,16.922551305885204,20.18953127516867,14.117592905267706,4.76675812032458,Судецветные,Яровая,1.3857820274481298,1.4354687248313311,0.8657404280656262,0.00824187967542045,-8.604878048780488,-3.752777777777776,-5.526829268292684,-8.048387096774192
2202,2023 40.22.15.018.00,Калуга,Кукуруза,2023-05-12,2023-11-25,0.3204718952747717,7.65,2.89,18.383673469387755,21.320408163265306,14.853061224489792,3.120408163265307,17.03672522149432,20.020705599567915,13.61270839766062,3.650142681665226,Судецветные,Яровая,1.3469482478934367,1.299702563697391,1.240352826829172,-0.5297345183999189,-8.604878048780488,-3.752777777777776,-5.526829268292684,-8.048387096774192
