,field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph,yield_plan_full
4859,36.02.11.025.00,Воронеж,пашня,3.0,2023,Сах.свекла,Кукуруза силос,0.0,259.41,Виорика,F1,Покупные,минимальная,45.0,110.55,128.15,7.04,6.1,11673.45
4860,36.02.11.026.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,117.76,Феномен,F1,Покупные,минимальная,6.5,116.6,133.1,6.49,6.38,765.44
4861,36.02.11.027.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Кукуруза силос,2.0,45.67,Дакота,РС-1,Покупные,минимальная,5.5,114.4,125.4,6.6,6.27,251.185
4862,36.02.11.028.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Кукуруза силос,2.0,67.6,Виктория,ЭС,Свои,минимальная,5.5,107.8,127.6,5.94,6.27,371.79999999999995
4863,36.02.11.029.00,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,69.82,Артемида,РС-2,Свои,минимальная,3.0,106.7,126.5,6.71,6.05,209.45999999999998
4864,36.02.11.030.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,257.63,Безостая 100,РС-1,Свои,минимальная,5.7,140.8,146.3,6.82,6.16,1468.491
4865,36.02.11.031.01,Воронеж,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,205.2,Феномен,F1,Покупные,минимальная,6.5,133.1,140.8,7.26,5.83,1333.8
4866,36.02.11.031.02,Воронеж,пашня,3.0,2023,Эсп.+костр.пр.лет корм,Кукуруза силос,4.0,6.0,Песчаный 1251,РСт,Свои,минимальная,3.4,133.1,140.8,7.26,5.83,20.4
4867,36.02.11.031.03,Воронеж,пашня,3.0,2023,Эсп.+костр.пр.лет корм,Кукуруза силос,3.0,5.18,Песчаный 1251,РСт,Свои,минимальная,3.4,133.1,140.8,7.26,5.83,17.612
4868,36.02.11.032.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,246.2,Феномен,F1,Покупные,минимальная,6.5,133.1,147.4,6.71,5.83,1600.3
4869,36.02.11.033.01,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,4.26,Креатив,F1,Покупные,минимальная,8.1,174.9,162.8,7.04,5.94,34.506
4870,36.02.11.033.02,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,1.01,Креатив,F1,Покупные,минимальная,8.1,174.9,162.8,7.04,5.94,8.181
4871,36.02.11.034.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,16.97,Креатив,F1,Покупные,минимальная,8.1,188.1,143.0,7.92,5.94,137.457
4872,36.02.11.035.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,22.67,Креатив,F1,Покупные,минимальная,8.1,229.9,235.4,7.15,5.94,183.627
4873,36.02.11.036.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,28.91,Безостая 100,РС-1,Свои,минимальная,5.7,123.2,99.0,7.26,5.94,164.787
4874,36.02.11.037.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,55.8,Безостая 100,РС-1,Свои,минимальная,5.7,135.3,93.5,6.82,5.83,318.06
4875,36.02.11.038.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,67.28,Безостая 100,РС-1,Свои,минимальная,5.7,86.9,95.7,5.83,5.83,383.49600000000004
4876,36.02.11.039.00,Воронеж,пашня,3.0,2023,Подсолнечник,Кукуруза силос,0.0,76.39,Суоми,F1,Покупные,минимальная,2.5,81.4,111.1,5.39,5.5,190.975
4877,36.02.11.040.00,Воронеж,пашня,3.0,2023,Подсолнечник,Кукуруза силос,0.0,134.76,Сузука,F1,Покупные,минимальная,2.5,89.1,115.5,6.27,5.83,336.9
4878,36.02.11.041.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,13.68,Креатив,F1,Покупные,минимальная,8.1,92.4,63.8,5.83,6.38,110.80799999999999
4879,36.02.11.042.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,12.76,Креатив,F1,Покупные,минимальная,8.1,82.5,56.1,6.16,5.83,103.356
4880,36.02.11.043.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,10.51,Креатив,F1,Покупные,минимальная,8.1,45.1,39.6,6.38,5.72,85.131
4881,36.02.11.044.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,9.87,Креатив,F1,Покупные,минимальная,8.1,92.4,63.8,6.38,5.72,79.94699999999999
4882,36.02.11.045.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,12.08,Креатив,F1,Покупные,минимальная,8.1,70.4,62.7,6.6,5.94,97.848
4883,36.02.11.046.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,15.18,Креатив,F1,Покупные,минимальная,8.1,90.2,62.7,6.6,5.94,122.958
4884,36.02.11.047.01,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,30.77,Галифакс,F1,Покупные,минимальная,8.1,116.6,128.7,6.27,5.94,249.237
4885,36.02.11.047.02,Воронеж,пашня,3.0,2023,Пар,Кукуруза силос,0.0,1.29,(нет сорта),ЭС,Покупные,минимальная,3.0,116.6,128.7,6.27,5.94,3.87
4886,36.02.11.048.01,Воронеж,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,38.26,Феномен,F1,Покупные,минимальная,6.5,70.4,99.0,5.94,5.61,248.69
4888,36.02.11.050.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,7.2,Креатив,F1,Покупные,минимальная,8.1,105.6,104.5,6.38,6.05,58.32
4889,36.02.11.053.00,Воронеж,пашня,3.0,2023,Подсолнечник,Кукуруза силос,0.0,231.41,Суберик,F1,Покупные,минимальная,2.5,97.35,101.2,6.1,5.72,578.525
4890,36.02.11.054.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,125.85,Микси,F1,Покупные,минимальная,8.1,81.4,104.5,5.94,5.72,1019.3849999999999
4891,36.02.11.055.01,Воронеж,пашня,3.0,2023,Сах.свекла,Кукуруза силос,0.0,90.52,Мустанг,F1,Покупные,минимальная,45.0,79.2,100.1,6.16,5.83,4073.3999999999996
4892,36.02.11.055.02,Воронеж,пашня,3.0,2023,Эсп.+костр.пр.лет корм,Кукуруза силос,7.0,5.03,Песчаный 1251,РСт,Свои,минимальная,3.4,79.2,100.1,6.16,5.83,17.102
4893,36.02.11.056.00,Воронеж,пашня,3.0,2023,Сах.свекла,Кукуруза силос,0.0,39.27,Мустанг,F1,Покупные,минимальная,45.0,97.9,96.8,6.49,5.5,1767.15
4894,36.02.11.058.01,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,13.99,Галифакс,F1,Покупные,минимальная,8.1,111.1,149.6,6.71,5.5,113.319
4895,36.02.11.058.02,Воронеж,пашня,3.0,2023,Эсп.+костр.пр.лет корм,Кукуруза силос,5.0,1.25,Песчаный 1251,РСт,Свои,минимальная,3.4,111.1,149.6,6.71,5.5,4.25
4896,36.02.11.059.01,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Кукуруза силос,4.0,318.98,БН 06-18,РСт,Покупные,минимальная,5.5,106.7,111.1,6.16,5.72,1754.39
4897,36.02.11.059.02,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Кукуруза силос,4.0,20.0,4020 МФ,РС-2,Покупные,минимальная,5.5,106.7,111.1,6.16,5.72,110.0
4898,36.02.11.060.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,0.0,43.11,Микси,F1,Покупные,минимальная,8.1,101.2,94.6,5.94,5.5,349.191
4899,36.02.16.001.00,Воронеж,пашня,4.0,2023,Сах.свекла,Кукуруза силос,0.0,93.59,Армеса,F1,Покупные,минимальная,45.0,81.4,96.8,6.82,6.49,4211.55
4900,36.02.16.002.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,63.41,Адевей,F1,Покупные,минимальная,6.5,105.6,144.1,7.04,6.05,412.16499999999996
4901,36.02.16.003.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,79.89,Адевей,F1,Покупные,минимальная,6.5,155.1,178.2,6.93,6.16,519.285
4902,36.02.16.004.01,Воронеж,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,76.48,КСС 7270,F1,Покупные,минимальная,6.5,96.8,114.4,6.82,6.05,497.12
4904,36.02.16.005.01,Воронеж,пашня,4.0,2023,Кукуруза силос,Кукуруза силос,0.0,76.7,Адевей,F1,Покупные,минимальная,8.1,105.6,114.4,6.6,6.38,621.27
4905,36.02.16.005.02,Воронеж,пашня,4.0,2023,Пар,Кукуруза силос,0.0,3.0,(нет сорта),ЭС,Покупные,минимальная,2.0,105.6,114.4,6.6,6.38,6.0
4906,36.02.16.006.01,Воронеж,пашня,4.0,2023,Кукуруза силос,Кукуруза силос,0.0,100.5,Галифакс,F1,Покупные,минимальная,8.1,119.9,184.8,6.82,6.16,814.05
4908,36.02.16.007.01,Воронеж,пашня,4.0,2023,Кукуруза силос,Кукуруза силос,0.0,12.81,Галифакс,F1,Покупные,минимальная,8.1,191.4,248.6,6.49,7.15,103.761
4909,36.02.16.007.02,Воронеж,пашня,4.0,2023,Пар,Кукуруза силос,0.0,1.59,(нет сорта),ЭС,Покупные,минимальная,2.8,191.4,248.6,6.49,7.15,4.452
4910,36.02.16.008.00,Воронеж,пашня,4.0,2023,Кукуруза силос,Кукуруза силос,0.0,138.12,Галифакс,F1,Покупные,минимальная,8.1,114.4,163.35,6.49,6.6,1118.772
4911,36.02.16.009.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,73.81,Сарга,РС-1,Покупные,минимальная,3.0,147.4,199.1,6.93,6.38,221.43
4912,36.02.16.010.01,Воронеж,пашня,4.0,2023,Сах.свекла,Кукуруза силос,0.0,78.11,БТС 590,F1,Покупные,минимальная,45.0,85.8,77.0,6.71,6.82,3514.95
4913,36.02.16.010.02,Воронеж,пашня,4.0,2023,Сах.свекла,Кукуруза силос,0.0,57.13,БТС 590,F1,Покупные,минимальная,45.0,85.8,77.0,6.71,6.82,2570.85
4914,36.02.16.011.01,Воронеж,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,111.88,Феномен,F1,Покупные,минимальная,6.5,127.6,177.1,6.93,6.38,727.22
4915,36.02.16.011.02,Воронеж,пашня,4.0,2023,Кукуруза силос,Кукуруза силос,0.0,20.0,Галифакс,F1,Покупные,минимальная,8.1,127.6,177.1,6.93,6.38,162.0
4916,36.02.16.012.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,100.75,Сарга,РС-1,Покупные,минимальная,3.0,105.6,101.2,7.15,6.27,302.25
4917,36.02.16.013.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,6.15,Сарга,РС-1,Покупные,минимальная,3.0,90.2,139.7,6.6,6.27,18.450000000000003
4918,36.02.16.014.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,24.6,Сарга,РС-1,Покупные,минимальная,3.0,90.2,149.6,6.6,6.49,73.80000000000001
4919,36.02.16.015.00,Воронеж,пашня,4.0,2023,Кукуруза силос,Кукуруза силос,0.0,61.63,Феномен,F1,Покупные,минимальная,8.1,97.9,114.4,6.71,6.27,499.203
4920,36.02.16.016.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,58.82,Галифакс,F1,Покупные,минимальная,6.5,95.7,102.3,6.82,6.05,382.33
4921,36.02.16.018.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,208.58,Феномен,F1,Покупные,минимальная,6.5,152.9,133.1,6.71,6.38,1355.77
4922,36.02.16.019.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,17.96,Галифакс,F1,Покупные,минимальная,6.5,148.5,138.6,6.71,6.38,116.74000000000001
4924,36.02.16.021.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,157.7,Сарга,РС-1,Покупные,минимальная,3.0,135.3,128.7,6.71,5.83,473.09999999999997
4925,36.02.16.022.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,138.23,Сарга,РС-1,Покупные,минимальная,3.0,103.4,119.9,6.49,6.16,414.68999999999994
4926,36.02.16.023.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,119.46,Галифакс,F1,Покупные,минимальная,6.5,93.5,129.8,6.6,6.38,776.49
4927,36.02.16.024.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,72.8,Галифакс,F1,Покупные,минимальная,6.5,118.8,151.8,6.71,6.05,473.2
4928,36.02.16.025.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,71.1,Сарга,РС-1,Покупные,минимальная,3.0,106.7,108.9,6.05,6.27,213.29999999999998
4929,36.02.16.026.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Кукуруза силос,2.0,29.77,Планет,РС-1,Свои,минимальная,5.5,176.0,177.1,5.72,6.27,163.73499999999999
4930,36.02.16.027.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Кукуруза силос,4.0,41.54,БН 06-18,РС-1,Покупные,минимальная,5.5,93.5,78.1,5.72,6.27,228.47
4931,36.02.16.028.00,Воронеж,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,2.0,104.43,Планет,РС-1,Свои,минимальная,5.5,92.4,116.6,5.17,6.16,574.365
4932,36.02.16.029.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,138.15,БН 06-18,РС-1,Свои,минимальная,3.0,114.4,129.8,5.94,6.05,414.45000000000005
4933,36.02.16.030.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,58.13,Максалия,F1,Покупные,минимальная,6.5,88.0,101.2,6.05,6.05,377.845
4934,36.02.16.031.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,31.14,Максалия,F1,Покупные,минимальная,6.5,78.1,112.2,5.94,6.38,202.41
4935,36.02.16.032.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,0.0,24.08,КСС 7270,F1,Покупные,минимальная,6.5,75.9,92.4,4.84,5.61,156.51999999999998
4936,36.02.16.033.00,Воронеж,пашня,4.0,2023,Кукуруза силос,Кукуруза силос,0.0,92.08,КСС 7270,F1,Покупные,минимальная,8.1,124.3,152.9,5.5,6.6,745.848
4937,36.02.16.034.00,Воронеж,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,2.0,51.68,Планет,РС-1,Свои,минимальная,5.5,99.0,106.7,5.61,6.38,284.24
4938,36.02.16.036.01,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,22.07,Сарга,РС-1,Покупные,минимальная,3.0,166.1,174.9,6.38,6.27,66.21000000000001
4940,36.02.16.037.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,172.68,БН 06-18,РС-1,Свои,минимальная,3.0,136.95,149.05,6.05,6.27,518.04
4941,36.02.16.038.01,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,53.08,Планет,ЭС,Свои,минимальная,3.0,161.7,114.4,5.94,6.38,159.24
4942,36.02.16.038.02,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,24.37,БН 06-18,РС-1,Свои,минимальная,3.0,161.7,114.4,5.94,6.38,73.11
